"だいがく","college; university"
"<ruby>人魚<rt>にんぎょ</rt></ruby>","mermaid"
"<ruby>魚市場<rt>うおいちば</rt></ruby>","fish market"
"<ruby>お寺<rt>おてら</rt></ruby>","temple"
"<ruby>東寺<rt>とうじ</rt></ruby>","Toji Temple"
"<ruby>寺院<rt>じいん</rt></ruby>","sacred building"
"<ruby>禅寺<rt>ぜんでら</rt></ruby>","Zen temple"
"<ruby>一人目<rt>ひとりめ</rt></ruby>","first person"
"<ruby>二人目<rt>ふたりめ</rt></ruby>","second person"
"<ruby>三人目<rt>さんにんめ</rt></ruby>","third person"
"<ruby>一枚目<rt>いちまいめ</rt></ruby>","first sheet"
"<ruby>二枚目<rt>にまいめ</rt></ruby>","second sheet"
"<ruby>三枚目<rt>さんまいめ</rt></ruby>","third sheet"
"<ruby>一年目<rt>いちねんめ</rt></ruby>","first year"
"<ruby>二年目<rt>にねんめ</rt></ruby>","second year"
"<ruby>三年目<rt>さんねんめ</rt></ruby>","third year"
"<ruby>一日目<rt>いちにちめ</rt></ruby>","first day"
"<ruby>二日目<rt>ふつかめ</rt></ruby>","second day"
"<ruby>三日目<rt>みっかめ</rt></ruby>","third day"
"<ruby>広い<rt>ひろい</rt></ruby>","wide; spacious"
"<ruby>広場<rt>ひろば</rt></ruby>","square; open space"
"<ruby>広島<rt>ひろしま</rt></ruby>","Hiroshima"
"<ruby>広告<rt>こうこく</rt></ruby>","advertisement"
"<ruby>足<rt>あし</rt></ruby>","foot; leg"
"<ruby>足りる<rt>たりる</rt></ruby>","to be sufficient"
"<ruby>一足<rt>いっそく</rt></ruby>","one pair of shoes"
"<ruby>水不足<rt>みずぶそく</rt></ruby>","lack of water"
"<ruby>自転車<rt>じてんしゃ</rt></ruby>","bicycle"
"<ruby>運転する<rt>うんてんする</rt></ruby>","to drive"
"<ruby>回転ずし<rt>かいてんずし</rt></ruby>","conveyor belt sushi"
"<ruby>転ぶ<rt>ころぶ</rt></ruby>","to tumble; to fall down"
"<ruby>～泊<rt>～はく</rt></ruby>","...nights"
"<ruby>～付<rt>～つき</rt></ruby>","with..."
"<ruby>朝食付き<rt>ちょうしょくつき</rt></ruby>","with breakfast"
"<ruby>一泊二食付<rt>いっぱくにしょくつき</rt></ruby>","one night with two meals"
"チェックイン（する）","checking in"
"チェックアウト（する）","checking out"
"シングル","single room"
"ダブル","double room"
"ツイン","twin room"
"<ruby>～名<rt>～めい</rt></ruby>","...person(s)"
"フロント","receptionist; front desk"
"<ruby>禁煙<rt>きんえん</rt></ruby>","non-smoking"
"<ruby>喫煙<rt>きつえん</rt></ruby>","smoking"
"<ruby>大浴場<rt>だいよくじょう</rt></ruby>","large spa"
"<ruby>借りる<rt>かりる</rt></ruby>","to borrow"
"<ruby>借地<rt>しゃくち</rt></ruby>","rented land"
"<ruby>借金<rt>しゃっきん</rt></ruby>","debt"
"<ruby>借家<rt>しゃくや</rt></ruby>","rented house"
"<ruby>走る<rt>はしる</rt></ruby>","to run"
"<ruby>走り書き<rt>はしりがき</rt></ruby>","hasty writing"
"<ruby>脱走<rt>だっそう</rt></ruby>","escape from a prison"
"<ruby>場所<rt>ばしょ</rt></ruby>","place"
"<ruby>工場<rt>こうじょう</rt></ruby>","factory"
"<ruby>市場<rt>いちば</rt></ruby>","market"
"<ruby>場合<rt>ばあい</rt></ruby>","case"
"<ruby>駐車場<rt>ちゅうしゃじょう</rt></ruby>","parking lot"
"<ruby>予約した○○です。<rt>よやくしたまるまるです。</rt></ruby>","I have a reservation under the name of XX."
"<ruby>チェックインお願いします。<rt>チェックインおねがいします。</rt></ruby>","Could you check me in, please?"
"<ruby>○○で払えますか。<rt>まるまるではらえますか。</rt></ruby>","Can I pay by XX?"
"<ruby>アメリカドルを日本円に両替できますか。<rt>アメリカドルをにほんえんにりょうがえできますか。</rt></ruby>","Can you change US dollars to Japanese yen?"
"<ruby>タクシーを呼んでもらえますか。<rt>タクシーをよんでもらえますか。</rt></ruby>","Would you call a taxi for us?"
"<ruby>近くにおすすめのレストランがありますか。<rt>ちかくにおすすめのレストランがありますか。</rt></ruby>","Are there any restaurants you recommend near here?"
"<ruby>二時まで荷物を預かってくれませんか。<rt>にじまでにもつをあずかってくれませんか。</rt></ruby>","Could you keep my luggage until 2 o'clock?"
"<ruby>建物<rt>たてもの</rt></ruby>","building"
"<ruby>建てる<rt>たてる</rt></ruby>","to build"
"<ruby>建つ<rt>たつ</rt></ruby>","to be built"
"<ruby>建国<rt>けんこく</rt></ruby>","founding a nation"
"<ruby>地下<rt>ちか</rt></ruby>","underground"
"<ruby>地下鉄<rt>ちかてつ</rt></ruby>","subway"
"<ruby>地図<rt>ちず</rt></ruby>","map"
"<ruby>地球<rt>ちきゅう</rt></ruby>","the earth"
"<ruby>地震<rt>じしん</rt></ruby>","earthquake"
"<ruby>通る<rt>とおる</rt></ruby>","to go through; to pass"
"<ruby>通う<rt>かよう</rt></ruby>","to commute"
"<ruby>通学<rt>つうがく</rt></ruby>","going to school"
"<ruby>通勤<rt>つうきん</rt></ruby>","going to work"
"<ruby>駅員（さん）<rt>えきいん（さん）</rt></ruby>","station attendant"
"<ruby>親<rt>おや</rt></ruby>","parent"
"<ruby>親せき<rt>しんせき</rt></ruby>","relatives"
"ごみ","garbage"
"<ruby>砂糖<rt>さとう</rt></ruby>","sugar"
"ファイル","file folder; portfolio; file"
"<ruby>大きさ<rt>おおきさ</rt></ruby>","size"
"<ruby>道<rt>みち</rt></ruby>","way; road; directions"
"<ruby>期末試験<rt>きまつしけん</rt></ruby>","final examination"
"<ruby>研究<rt>けんきゅう</rt></ruby>","research"
"<ruby>大学院<rt>だいがくいん</rt></ruby>","graduate school"
"<ruby>奨学金<rt>しょうがくきん</rt></ruby>","scholarship"
"<ruby>推薦状<rt>すいせんじょう</rt></ruby>","letter of recommendation"
"<ruby>台風<rt>たいふう</rt></ruby>","typhoon"
"<ruby>文化<rt>ぶんか</rt></ruby>","culture"
"<ruby>返事<rt>へんじ</rt></ruby>","reply"
"<ruby>日<rt>ひ</rt></ruby>","day"
"<ruby>汚い<rt>きたない</rt></ruby>","dirty"
"<ruby>起こす<rt>おこす</rt></ruby>","to wake (someone) up <small>(～を)</small>"
"おごる","to treat (someone) to a meal <small>(<em>person</em> に <em>meal</em> を)</small>"
"<ruby>笑う<rt>わらう</rt></ruby>","to laugh"
"<ruby>落ち込む<rt>おちこむ</rt></ruby>","to get depressed"
"<ruby>困る<rt>こまる</rt></ruby>","to have difficulty"
"<ruby>出す<rt>だす</rt></ruby>","to take (something) out; to hand in (something) <small>(～を)</small>"
"<ruby>直す<rt>なおす</rt></ruby>","to correct; to fix <small>(～を)</small>"
"<ruby>見つかる<rt>みつかる</rt></ruby>","to be found <small>(～が)</small>"
"<ruby>訳す<rt>やくす</rt></ruby>","to translate <small>(<em>source</em> を <em>target</em> に)</small>"
"<ruby>貸す<rt>かす</rt></ruby>","to lend <small>(<em>person</em> に <em>thing</em> を)</small>"
"<ruby>連れていく<rt>つれていく</rt></ruby>","to take (someone) to (a place) <small>(<em>person</em> を <em>place</em> に)</small>"
"<ruby>道に迷う<rt>みちにまよう</rt></ruby>","to become lost; to lose one's way"
"<ruby>迎えに行く<rt>むかえにいく</rt></ruby>","to go to pick up <small>(<em>place</em> まで/に <em>person</em> を)</small>"
"<ruby>集める<rt>あつめる</rt></ruby>","to collect <small>(～を)</small>"
"<ruby>入れる<rt>いれる</rt></ruby>","to put (something) in <small>(<em>thing</em> を <em>place</em> に)</small>"
"<ruby>見せる<rt>みせる</rt></ruby>","to show <small>(<em>person</em> に <em>thing</em> を)</small>"
"<ruby>乗り遅れる<rt>のりおくれる</rt></ruby>","to miss (a train, bus, etc.) <small>(～に)</small>"
"アイロンをかける","to iron (clothes) <small>(～に)</small>"
"<ruby>朝寝坊する<rt>あさねぼうする</rt></ruby>","to oversleep"
"<ruby>案内する<rt>あんないする</rt></ruby>","to show (someone) around <small>(<em>place</em> を)</small>"
"<ruby>説明する<rt>せつめいする</rt></ruby>","to explain"
"<ruby>迎えに来る<rt>むかえにくる</rt></ruby>","to come to pick up <small>(<em>place</em> まで/に <em>person</em> を)</small>"
"<ruby>子供<rt>こども</rt></ruby>","child"
"<ruby>供える<rt>そなえる</rt></ruby>","to offer something to a spirit"
"<ruby>提供<rt>ていきょう</rt></ruby>","offer"
"<ruby>世界<rt>せかい</rt></ruby>","the world"
"<ruby>世話<rt>せわ</rt></ruby>","care"
"<ruby>世代<rt>せだい</rt></ruby>","generation"
"<ruby>三世<rt>さんせい</rt></ruby>","the third generation"
"<ruby>世の中<rt>よのなか</rt></ruby>","society"
"<ruby>視界<rt>しかい</rt></ruby>","visibility"
"<ruby>政界<rt>せいかい</rt></ruby>","political world"
"<ruby>限界<rt>げんかい</rt></ruby>","limit"
"<ruby>全部<rt>ぜんぶ</rt></ruby>","all; entire"
"<ruby>安全<rt>あんぜん</rt></ruby>","safety"
"<ruby>全国<rt>ぜんこく</rt></ruby>","whole country"
"<ruby>全く<rt>まったく</rt></ruby>","entirely"
"<ruby>全て<rt>すべて</rt></ruby>","everything; all"
"<ruby>今日中に<rt>きょうじゅうに</rt></ruby>","by the end of today"
"<ruby>授業中に<rt>じゅぎょうちゅうに</rt></ruby>","in class; during the class"
"<ruby>この間<rt>このあいだ</rt></ruby>","the other day"
"これから","from now on"
"このぐらい","about this much"
"<ruby>自分で<rt>じぶんで</rt></ruby>","(do something) by oneself"
"ほかの","other"
"ええと","well...; let me see..."
"<ruby>実は<rt>じつは</rt></ruby>","actually; in fact"
"<ruby>～以外<rt>～いがい</rt></ruby>","other than..."
"ごめん","I'm sorry. (casual)"
"<ruby>失礼します<rt>しつれいします</rt></ruby>","Excuse me.; Sorry to interrupt you."
"<ruby>全部<rt>ぜんぶ</rt></ruby>","all; entire"
"<ruby>部屋<rt>へや</rt></ruby>","room"
"<ruby>テニス部<rt>テニスぶ</rt></ruby>","tennis club"
"<ruby>部長<rt>ぶちょう</rt></ruby>","department manager"
"<ruby>始まる<rt>はじまる</rt></ruby>","(something) begins"
"<ruby>始める<rt>はじめる</rt></ruby>","to begin (something)"
"<ruby>始発<rt>しはつ</rt></ruby>","first train (of the day)"
"<ruby>開始<rt>かいし</rt></ruby>","start"
"<ruby>毎週<rt>まいしゅう</rt></ruby>","every week"
"<ruby>先週<rt>せんしゅう</rt></ruby>","last week"
"<ruby>一週間<rt>いっしゅうかん</rt></ruby>","one week"
"<ruby>二週目<rt>にしゅうめ</rt></ruby>","second week"
"<ruby>週末<rt>しゅうまつ</rt></ruby>","weekend"
"<ruby>考える<rt>かんがえる</rt></ruby>","to think"
"<ruby>考え<rt>かんがえ</rt></ruby>","idea"
"<ruby>考古学<rt>こうこがく</rt></ruby>","archeology"
"<ruby>参考<rt>さんこう</rt></ruby>","reference"
"<ruby>開ける<rt>あける</rt></ruby>","to open (something)"
"<ruby>開く<rt>あく</rt></ruby>","(something) opens"
"<ruby>開く<rt>ひらく</rt></ruby>","to open"
"<ruby>開店<rt>かいてん</rt></ruby>","opening of a store"
"<ruby>部屋<rt>へや</rt></ruby>","room"
"<ruby>本屋<rt>ほんや</rt></ruby>","bookstore"
"<ruby>魚屋<rt>さかなや</rt></ruby>","fish shop"
"<ruby>屋上<rt>おくじょう</rt></ruby>","rooftop"
"<ruby>屋内<rt>おくない</rt></ruby>","indoor"
"<ruby>味方<rt>みかた</rt></ruby>","ally; person on one's side"
"<ruby>読み方<rt>よみかた</rt></ruby>","way of reading"
"<ruby>夕方<rt>ゆうがた</rt></ruby>","evening"
"<ruby>両方<rt>りょうほう</rt></ruby>","both"
"<ruby>方法<rt>ほうほう</rt></ruby>","method"
"<ruby>運動<rt>うんどう</rt></ruby>","exercise"
"<ruby>運転<rt>うんてん</rt></ruby>","driving"
"<ruby>運がいい<rt>うんがいい</rt></ruby>","lucky"
"<ruby>運命<rt>うんめい</rt></ruby>","fate"
"<ruby>運ぶ<rt>はこぶ</rt></ruby>","to carry"
"<ruby>動く<rt>うごく</rt></ruby>","to move"
"<ruby>自動車<rt>じどうしゃ</rt></ruby>","automobile"
"<ruby>動物<rt>どうぶつ</rt></ruby>","animal"
"<ruby>動詞<rt>どうし</rt></ruby>","verb"
"<ruby>教える<rt>おしえる</rt></ruby>","to teach"
"<ruby>教室<rt>きょうしつ</rt></ruby>","classroom"
"<ruby>教会<rt>きょうかい</rt></ruby>","church"
"<ruby>キリスト教<rt>キリストきょう</rt></ruby>","Christianity"
"<ruby>教科書<rt>きょうかしょ</rt></ruby>","textbook"
"<ruby>研究室<rt>けんきゅうしつ</rt></ruby>","professor's office"
"<ruby>地下室<rt>ちかしつ</rt></ruby>","basement"
"<ruby>待合室<rt>まちあいしつ</rt></ruby>","waiting room"
"<ruby>～以外<rt>～いがい</rt></ruby>","other than..."
"<ruby>～以上<rt>～いじょう</rt></ruby>","...or more"
"<ruby>～以下<rt>～いか</rt></ruby>","...or less"
"<ruby>～以内<rt>～いない</rt></ruby>","within..."
"<ruby>以前<rt>いぜん</rt></ruby>","before; formerly"
"<ruby>赤ちゃん<rt>あかちゃん</rt></ruby>","baby"
"<ruby>お客さん<rt>おきゃくさん</rt></ruby>","guest; visitor; client; customer"
"<ruby>首相<rt>しゅしょう</rt></ruby>","prime minister"
"サラリーマン","salaryman; office worker"
"<ruby>給料<rt>きゅうりょう</rt></ruby>","salary"
"<ruby>残業<rt>ざんぎょう</rt></ruby>","overtime work"
"パンダ","panda"
"コンタクト（レンズ）","contact lenses"
"ひげ","beard"
"ブーツ","boots"
"かぎ","lock; key"
"<ruby>宝くじ<rt>たからくじ</rt></ruby>","lottery"
"<ruby>紙<rt>かみ</rt></ruby>","paper"
"スプーン","spoon"
"<ruby>お湯<rt>おゆ</rt></ruby>","hot water"
"<ruby>電子レンジ<rt>でんしレンジ</rt></ruby>","microwave oven"
"ヒーター","heater"
"ニュース","news"
"<ruby>火事<rt>かじ</rt></ruby>","fire"
"<ruby>旅行会社<rt>りょこうがいしゃ</rt></ruby>","travel agency"
"ショッピングモール","shopping mall"
"<ruby>寮<rt>りょう</rt></ruby>","dormitory"
"<ruby>違い<rt>ちがい</rt></ruby>","difference"
"<ruby>秘密<rt>ひみつ</rt></ruby>","secret"
"<ruby>準備<rt>じゅんび</rt></ruby>","preparation"
"<ruby>自分<rt>じぶん</rt></ruby>","oneself"
"<ruby>危ない<rt>あぶない</rt></ruby>","dangerous"
"うらやましい","envious; jealous"
"<ruby>少ない<rt>すくない</rt></ruby>","a little; a few"
"<ruby>都合が悪い<rt>つごうがわるい</rt></ruby>","inconvenient; to have a scheduling conflict"
"<ruby>強い<rt>つよい</rt></ruby>","strong"
"<ruby>最悪<rt>さいあく（な）</rt></ruby>","the worst"
"<ruby>選ぶ<rt>えらぶ</rt></ruby>","to choose; to select <small>(～を)</small>"
"<ruby>お湯を沸かす<rt>おゆをわかす</rt></ruby>","to boil water"
"<ruby>髪をとかす<rt>かみをとかす</rt></ruby>","to comb one's hair"
"ひげをそる","to shave one's beard"
"<ruby>脱ぐ<rt>ぬぐ</rt></ruby>","to take off (clothes) <small>(～を)</small>"
"<ruby>混む<rt>こむ</rt></ruby>","to get crowded <small>(～が)</small>"
"<ruby>宝くじに当たる<rt>たからくじにあたる</rt></ruby>","to win a lottery"
"いれる","to make tea, coffee, etc. <small>(～を)</small>"
"<ruby>生まれる<rt>うまれる</rt></ruby>","to be born <small>(～が)</small>"
"かぎをかける","to lock <small>(～に)</small>"
"<ruby>足りる<rt>たりる</rt></ruby>","to be sufficient; to be enough <small>(～が)</small>"
"<ruby>慣れる<rt>なれる</rt></ruby>","to get used to... <small>(～に)</small>"
"<ruby>お祈りする<rt>おいのりする</rt></ruby>","to pray <small>(～に)</small>"
"<ruby>化粧する<rt>けしょうする</rt></ruby>","to put makeup on"
"<ruby>就職する<rt>しゅうしょくする</rt></ruby>","to get a full-time job (at...) <small>(<em>company</em> に)</small>"
"<ruby>離婚する<rt>りこんする</rt></ruby>","to get a divorce <small>(<em>person</em> と)</small>"
"する","to wear small items (necktie, watch, etc.) <small>(～を)</small>"
"<ruby>分野<rt>ぶんや</rt></ruby>","realm; field"
"<ruby>小野さん<rt>おのさん</rt></ruby>","Mr./Ms. Ono"
"<ruby>長野<rt>ながの</rt></ruby>","Nagano"
"<ruby>野球<rt>やきゅう</rt></ruby>","baseball"
"<ruby>野菜<rt>やさい</rt></ruby>","vegetable"
"<ruby>習う<rt>ならう</rt></ruby>","to learn"
"<ruby>習字<rt>しゅうじ</rt></ruby>","calligraphy"
"<ruby>練習<rt>れんしゅう</rt></ruby>","practice"
"<ruby>習慣<rt>しゅうかん</rt></ruby>","habit; custom"
"<ruby>主に<rt>おもに</rt></ruby>","mainly"
"<ruby>ご主人<rt>ごしゅじん</rt></ruby>","husband"
"<ruby>主婦<rt>しゅふ</rt></ruby>","housewife"
"<ruby>主語<rt>しゅご</rt></ruby>","subject of a sentence"
"<ruby>持ち主<rt>もちぬし</rt></ruby>","owner"
"ずいぶん","very"
"<ruby>例えば<rt>たとえば</rt></ruby>","for example"
"<ruby>～に比べて<rt>～にくらべて</rt></ruby>","compared with..."
"～によると","according to..."
"<ruby>前<rt>まえ</rt></ruby>","before..."
"やっぱり","after all"
"～かな（あ）","I wonder... (casual)"
"そうか","I see. (casual)"
"おめでとうございます","Congratulations!"
"<ruby>二十五歳<rt>にじゅうごさい</rt></ruby>","twenty-five years old"
"<ruby>お歳暮<rt>おせいぼ</rt></ruby>","year-end gift"
"<ruby>二十歳<rt>はたち</rt></ruby>","twenty years old"
"<ruby>集める<rt>あつめる</rt></ruby>","to collect"
"<ruby>特集<rt>とくしゅう</rt></ruby>","(magazine) feature"
"<ruby>集中する<rt>しゅうちゅうする</rt></ruby>","to concentrate"
"<ruby>発表する<rt>はっぴょうする</rt></ruby>","to make public; to give a presentation"
"<ruby>発音<rt>はつおん</rt></ruby>","pronunciation"
"<ruby>出発<rt>しゅっぱつ</rt></ruby>","departure"
"<ruby>発明<rt>はつめい</rt></ruby>","invention"
"<ruby>カットをお願いします。<rt>カットをおねがいします。</rt></ruby>","I would like to have my hair cut."
"<ruby>あまり短くしないでください。<rt>あまりみじかくしないでください。</rt></ruby>","Please don't make it too short."
"そらないでください。","Please don't shave me."
"<ruby>３センチぐらい切ってください。<rt>３センチぐらいきってください。</rt></ruby>","Please cut off about 3 centimeters."
"<ruby>後ろをそろえてください。<rt>うしろをそろえてください。</rt></ruby>","Please cut the back all the same length."
"<ruby>赤にそめてください。<rt>あかにそめてください。</rt></ruby>","Please dye my hair red."
"<ruby>ボブ・マーリーみたいな髪形にしたいんですが。<rt>ボブ・マーリーみたいなかみがたにしたいんですが。</rt></ruby>","I want my hair to be like Bob Marley's."
"<ruby>発表する<rt>はっぴょうする</rt></ruby>","to make public; to give a presentation"
"<ruby>表紙<rt>ひょうし</rt></ruby>","cover page"
"<ruby>表現<rt>ひょうげん</rt></ruby>","expression"
"<ruby>表す<rt>あらわす</rt></ruby>","to express"
"<ruby>表<rt>おもて</rt></ruby>","the front"
"<ruby>作品<rt>さくひん</rt></ruby>","work (of art, etc.)"
"<ruby>上品な<rt>じょうひんな</rt></ruby>","elegant"
"<ruby>手品<rt>てじな</rt></ruby>","magic"
"<ruby>品物<rt>しなもの</rt></ruby>","article of merchandise"
"<ruby>写真<rt>しゃしん</rt></ruby>","photograph"
"<ruby>写す<rt>うつす</rt></ruby>","to copy"
"<ruby>写生<rt>しゃせい</rt></ruby>","sketch"
"<ruby>描写する<rt>びょうしゃする</rt></ruby>","to describe"
"シャンプー","shampoo"
"カット","cut"
"ブロー","blow-dry"
"パーマ","perm"
"カラー","hair coloring"
"セット","set"
"<ruby>髪形<rt>かみがた</rt></ruby>","hair style"
"<ruby>切る<rt>きる</rt></ruby>","to cut"
"そる","to shave"
"<ruby>刈る<rt>かる</rt></ruby>","to crop"
"そめる","to dye"
"そろえる","to make hair even; to trim"
"パーマをかける","to have one's hair permed"
"すく","to thin out (hair)"
"<ruby>分け目<rt>わけめ</rt></ruby>","parting (of the hair)"
"<ruby>前髪<rt>まえがみ</rt></ruby>","bangs"
"<ruby>横<rt>よこ</rt></ruby>","side"
"<ruby>後ろ<rt>うしろ</rt></ruby>","back"
"<ruby>写真<rt>しゃしん</rt></ruby>","photograph"
"<ruby>真ん中<rt>まんなか</rt></ruby>","center"
"<ruby>～の真上<rt>～のまうえ</rt></ruby>","right above..."
"<ruby>真夜中<rt>まよなか</rt></ruby>","midnight"
"<ruby>文字<rt>もじ</rt></ruby>","character"
"<ruby>赤字<rt>あかじ</rt></ruby>","deficit"
"<ruby>名字<rt>みょうじ</rt></ruby>","family name"
"<ruby>大文字<rt>おおもじ</rt></ruby>","uppercase letters"
"<ruby>漢字<rt>かんじ</rt></ruby>","Chinese character"
"<ruby>活動<rt>かつどう</rt></ruby>","activity"
"<ruby>生活<rt>せいかつ</rt></ruby>","life; living"
"<ruby>活発な<rt>かっぱつな</rt></ruby>","active"
"<ruby>活用<rt>かつよう</rt></ruby>","conjugation"
"<ruby>活気<rt>かっき</rt></ruby>","liveliness"
"<ruby>結婚する<rt>けっこんする</rt></ruby>","to get married"
"<ruby>結果<rt>けっか</rt></ruby>","result"
"<ruby>結論<rt>けつろん</rt></ruby>","conclusion"
"<ruby>結ぶ<rt>むすぶ</rt></ruby>","to tie a knot"
"<ruby>離婚<rt>りこん</rt></ruby>","divorce"
"<ruby>婚約者<rt>こんやくしゃ</rt></ruby>","fiancé(e)"
"<ruby>新婚<rt>しんこん</rt></ruby>","newlywed"
"<ruby>未婚<rt>みこん</rt></ruby>","unmarried"
"<ruby>歩く<rt>あるく</rt></ruby>","to walk"
"<ruby>歩道<rt>ほどう</rt></ruby>","sidewalk"
"<ruby>散歩する<rt>さんぽする</rt></ruby>","to stroll"
"<ruby>一歩<rt>いっぽ</rt></ruby>","one step"
"<ruby>進歩<rt>しんぽ</rt></ruby>","progress"
"カーテン","curtain"
"ソファ","sofa"
"<ruby>冷蔵庫<rt>れいぞうこ</rt></ruby>","refrigerator"
"スイッチ","switch"
"<ruby>しょう油<rt>しょうゆ</rt></ruby>","soy sauce"
"スープ","soup"
"バナナ","banana"
"ポップコーン","popcorn"
"シャンプー","shampoo"
"ろうそく","candle"
"タオル","towel"
"スカート","skirt"
"<ruby>日記<rt>にっき</rt></ruby>","diary"
"<ruby>携帯（電話）<rt>けいたい（でんわ）</rt></ruby>","cell phone"
"<ruby>桜<rt>さくら</rt></ruby>","cherry blossom"
"<ruby>虫<rt>むし</rt></ruby>","insect"
"<ruby>家賃<rt>やちん</rt></ruby>","rent"
"<ruby>外<rt>そと</rt></ruby>","outside"
"<ruby>後<rt>あと</rt></ruby>","the rest"
"<ruby>夕方<rt>ゆうがた</rt></ruby>","evening"
"<ruby>明るい<rt>あかるい</rt></ruby>","bright"
"<ruby>暗い<rt>くらい</rt></ruby>","dark"
"<ruby>恥ずかしい<rt>はずかしい</rt></ruby>","embarrassing; to feel embarrassed"
"<ruby>大切<rt>たいせつ（な）</rt></ruby>","precious; important"
"<ruby>不安<rt>ふあん（な）</rt></ruby>","anxious; worried"
"<ruby>無理<rt>むり（な）</rt></ruby>","impossible"
"<ruby>開く<rt>あく</rt></ruby>","(something) opens <small>(～が)</small>"
"<ruby>閉まる<rt>しまる</rt></ruby>","(something) closes <small>(～が)</small>"
"<ruby>謝る<rt>あやまる</rt></ruby>","to apologize <small>(<em>person</em> に)</small>"
"<ruby>押す<rt>おす</rt></ruby>","to press; to push <small>(～を)</small>"
"<ruby>落とす<rt>おとす</rt></ruby>","to drop (something) <small>(～を)</small>"
"<ruby>お湯が沸く<rt>おゆがわく</rt></ruby>","water boils"
"<ruby>転ぶ<rt>ころぶ</rt></ruby>","to fall down"
"<ruby>壊す<rt>こわす</rt></ruby>","to break (something) <small>(～を)</small>"
"<ruby>咲く<rt>さく</rt></ruby>","to bloom <small>(～が)</small>"
"<ruby>助かる<rt>たすかる</rt></ruby>","to be saved; to be helped"
"<ruby>頼む<rt>たのむ</rt></ruby>","to ask (a favor) <small>(<em>person</em> に～を)</small>"
"つく","(something) turns on <small>(～が)</small>"
"<ruby>汚す<rt>よごす</rt></ruby>","to make dirty <small>(～を)</small>"
"<ruby>落ちる<rt>おちる</rt></ruby>","(something) drops <small>(～が)</small>"
"<ruby>片付ける<rt>かたづける</rt></ruby>","to tidy up  <small>(～を)</small>"
"<ruby>考える<rt>かんがえる</rt></ruby>","to think (about); to consider"
"<ruby>消える<rt>きえる</rt></ruby>","(something) goes off <small>(～が)</small>"
"<ruby>壊れる<rt>こわれる</rt></ruby>","(something) breaks <small>(～が)</small>"
"<ruby>汚れる<rt>よごれる</rt></ruby>","to become dirty <small>(～が)</small>"
"<ruby>注文する<rt>ちゅうもんする</rt></ruby>","to place an order  <small>(～を)</small>"
"<ruby>目的<rt>もくてき</rt></ruby>","purpose"
"<ruby>目<rt>め</rt></ruby>","eye"
"<ruby>目薬<rt>めぐすり</rt></ruby>","eye drops"
"<ruby>二番目<rt>にばんめ</rt></ruby>","the second"
"<ruby>目上の人<rt>めうえのひと</rt></ruby>","one's superiors"
"<ruby>現代的<rt>げんだいてき</rt></ruby>","modern"
"<ruby>社会的<rt>しゃかいてき</rt></ruby>","social"
"<ruby>的<rt>まと</rt></ruby>","target"
"<ruby>洋服<rt>ようふく</rt></ruby>","Western clothes"
"<ruby>東洋<rt>とうよう</rt></ruby>","the East"
"<ruby>洋食<rt>ようしょく</rt></ruby>","Western food"
"<ruby>大西洋<rt>たいせいよう</rt></ruby>","the Atlantic"
"<ruby>今すぐ<rt>いますぐ</rt></ruby>","right away"
"～までに","by (time/date)"
"<ruby>本当に<rt>ほんとうに</rt></ruby>","really"
"まず","first of all"
"おかげで","thanks to... <small>(～の)</small>"
"どうしよう","What should I/we do?"
"～（ん）だろう","short form of ～（ん）でしょう"
"<ruby>お先に失礼します<rt>おさきにしつれいします</rt></ruby>","See you. (lit., I'm leaving ahead of you.)"
"<ruby>お疲れ様（でした）<rt>おつかれさま（でした）</rt></ruby>","You must be tired after working so hard. (greeting between friends and coworkers)"
"<ruby>服<rt>ふく</rt></ruby>","clothes"
"<ruby>洋服<rt>ようふく</rt></ruby>","Western clothes"
"<ruby>制服<rt>せいふく</rt></ruby>","uniform"
"<ruby>和服<rt>わふく</rt></ruby>","Japanese clothes"
"<ruby>食堂<rt>しょくどう</rt></ruby>","cafeteria"
"<ruby>公会堂<rt>こうかいどう</rt></ruby>","public hall"
"<ruby>堂々とした<rt>どうどうとした</rt></ruby>","dignified; imposing"
"<ruby>力仕事<rt>ちからしごと</rt></ruby>","physical labor"
"<ruby>協力<rt>きょうりょく</rt></ruby>","cooperation"
"<ruby>努力<rt>どりょく</rt></ruby>","endeavor"
"<ruby>力士<rt>りきし</rt></ruby>","sumo wrestler"
"<ruby>授業<rt>じゅぎょう</rt></ruby>","class"
"<ruby>教授<rt>きょうじゅ</rt></ruby>","professor"
"<ruby>授かる<rt>さずかる</rt></ruby>","to be given"
"<ruby>授業<rt>じゅぎょう</rt></ruby>","class"
"<ruby>職業<rt>しょくぎょう</rt></ruby>","occupation"
"<ruby>産業<rt>さんぎょう</rt></ruby>","industry"
"<ruby>サービス業<rt>サービスぎょう</rt></ruby>","service industry"
"<ruby>試験<rt>しけん</rt></ruby>","exam"
"<ruby>試合<rt>しあい</rt></ruby>","game; match"
"<ruby>入試<rt>にゅうし</rt></ruby>","entrance exam"
"<ruby>試みる<rt>こころみる</rt></ruby>","to try"
"<ruby>実験<rt>じっけん</rt></ruby>","experiment"
"<ruby>経験<rt>けいけん</rt></ruby>","experience"
"<ruby>受験<rt>じゅけん</rt></ruby>","taking examination"
